,wine name,winery,wine year,wine rating,wine price,wine region,wine country,grape information,wine acidity,wine intensity,wine sweetness,wine tannin,wine description
15,Prosecco,Vandori,N.V.,3.5,9.99,Prosecco,Italy,Glera (Prosecco),3.9407697,1.9661539000000001,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
16,Brut,Montmartre,N.V.,3.5,9.99,Ardèche,France,,,,,,
17,Premium Cuvée Extra Dry Champagne,Tott's,N.V.,3.5,9.99,California,United States,Chardonnay,3.1310346,4.0,,,"The elegance of sparkling wine suits Northern California's wine region. While California isn't exactly famous for its bubbles, there are some fabulous bottles on offer.

These wines are known to be crisp, dry and extremely mousse-y. With wonderful fizz, fantastic citrus, orchard and brioche notes, Californian sparkling wine provides a great alternative to overpriced Champagne.

Sparkling wine production in California started in 1892 with the Korbel Brothers in Sonoma County. They began producing what's regarded as the first quality sparkling wine in America using the méthode champenoise (the process of having secondary fermentation inside the bottle, thus creating the bubbles).

Most Champagne and sparkling wine is made with Pinot Noir or Chardonnay grapes, two varietals that grow in abundance in California.

Some of the finest sparkling wines in California come from Mendocino County, specifically in the Anderson Valley. Some of the big names are Scharffenberger, Roederer and Schramsberg.

For pairing with Californian sparkling wine you should look towards seafood. A nice charred squid or some scallops would go wonderfully, and you could even work something a little spicier in there."
18,Asti,Martini,N.V.,3.8,10.95,Asti,Italy,Moscato,2.121584,1.5766505,,,
19,Prosecco,Zonin,N.V.,3.5,10.95,Prosecco,Italy,Glera (Prosecco),3.9869902,2.053352,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
20,Stella Berry,Stella Rosa,N.V.,4.0,10.97,Piemonte,Italy,,,,,,
21,Stella Pink,Stella Rosa,N.V.,4.0,10.98,Piemonte,Italy,,,,,,
22,Platinum,Stella Rosa,N.V.,4.0,10.99,Piemonte,Italy,,,,,,
23,071 Prosecco,Sacchetto,N.V.,3.6,10.99,Prosecco,Italy,Glera (Prosecco),3.762143,2.1992857000000003,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
24,Private Cuvée Brut,Zardetto,N.V.,3.4,10.99,Veneto,Italy,,,,,,
25,Stella Peach,Stella Rosa,N.V.,4.3,10.99,Piemonte,Italy,,,,,,
26,Lunetta Prosecco,Cavit,N.V.,3.5,10.99,Prosecco,Italy,Glera (Prosecco),3.9007169999999998,1.9954062,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
27,Prosecco,Ménage à Trois,N.V.,3.6,10.99,Prosecco,Italy,Glera (Prosecco),3.7561574,2.0904148,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
28,Lambrusco dell'Emilia Amabile,La Cacciatora,N.V.,3.6,10.99,Emilia,Italy,,,,,,
29,Blanc de Blancs Brut Réserve,André Delorme,N.V.,3.5,10.99,Bourgogne,France,,,,,,
30,Moscato d'Asti,Stella Rosa,N.V.,4.3,10.99,Moscato d'Asti,Italy,Moscatel de grano menudo,2.600962,2.493533,,,"The light, slightly sweet wines of Moscato d'Asti have found their footing in the past few years. The fragrant aromas of white blossoms and ripe peaches are intoxicating.

This lovely wine will always be lower in alcohol and sweeter than the more famous Champagne, but those reasons are why it is so graceful.

In Northern Italy's Piedmont region, the town of Asti and a few surrounding provinces produce Italy's most popular sparkling wine, Moscato d'Asti. These wines are famous all over the world for their delicate sweetness and carbonation, which makes them immensely approachable and endlessly enjoyable.

True Moscato d'Asti should not be confused with the slightly inferior Asti Spumante. Moscato d'Asti will always be about 5.5% alcohol and lightly fizzy and can be the perfect light wine for dessert or even breakfast. It often contains delightfully pungent aromas of white peaches, fresh white blossoms, and bright citrus."
31,Sparkling Brut,Salmon Creek,N.V.,3.4,10.99,California,United States,Chardonnay,,,,,"The elegance of sparkling wine suits Northern California's wine region. While California isn't exactly famous for its bubbles, there are some fabulous bottles on offer.

These wines are known to be crisp, dry and extremely mousse-y. With wonderful fizz, fantastic citrus, orchard and brioche notes, Californian sparkling wine provides a great alternative to overpriced Champagne.

Sparkling wine production in California started in 1892 with the Korbel Brothers in Sonoma County. They began producing what's regarded as the first quality sparkling wine in America using the méthode champenoise (the process of having secondary fermentation inside the bottle, thus creating the bubbles).

Most Champagne and sparkling wine is made with Pinot Noir or Chardonnay grapes, two varietals that grow in abundance in California.

Some of the finest sparkling wines in California come from Mendocino County, specifically in the Anderson Valley. Some of the big names are Scharffenberger, Roederer and Schramsberg.

For pairing with Californian sparkling wine you should look towards seafood. A nice charred squid or some scallops would go wonderfully, and you could even work something a little spicier in there."
32,Blanc de Blancs Cuvée Brut,Veuve Monforte,N.V.,3.4,10.99,Veneto,Italy,,,,,,
33,Prosecco,La Marca,N.V.,3.8,11.94,Prosecco,Italy,Glera (Prosecco),3.986925,2.0341713,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
34,Cuvée 18 Prosecco Frizzante (Spago Nero),Riondo,N.V.,3.9,11.98,Prosecco,Italy,Glera (Prosecco),3.5300839999999996,1.9696476000000003,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
35,Mezza,Mezzacorona,N.V.,3.5,11.99,Veneto,Italy,,,,,,
36,Stella Bianco,Stella Rosa,N.V.,4.1,11.99,Piemonte,Italy,,,,,,
37,Cava Brut,Casteller,N.V.,3.7,11.99,Cava,Spain,Xarel-lo,3.6302937999999996,2.9980216,,,
38,Brut,Rotari,N.V.,3.5,11.99,Trento,Italy,,,,,,
39,Prosecco,Metico,N.V.,3.7,11.99,Prosecco,Italy,Glera (Prosecco),3.9810343,1.9927586,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
40,Brut,Chic Barcelona,N.V.,3.4,11.99,Cava,Spain,Xarel-lo,3.3848423999999997,2.8560526000000004,,,
41,Brut,Domaine Ste. Michelle,N.V.,3.6,11.99,Puget Sound,United States,,,,,,
42,Prosecco Brut,Maschio,N.V.,3.6,11.99,Prosecco,Italy,Glera (Prosecco),3.801318,2.0582533,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
43,Cava Reserva Brut Delicat,Clos Amador,N.V.,3.6,12.95,Cava,Spain,Xarel-lo,3.472978,2.9250220000000002,,,
44,Signature Brut,Bouvet-Ladubay,N.V.,3.7,12.95,Loire Valley,France,,,,,,
45,Prosecco Treviso,Prima Perla,N.V.,3.7,12.95,Prosecco di Treviso,Italy,Glera (Prosecco),3.974575,1.9835293,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
46,Z Prosecco Brut,Zardetto,N.V.,3.6,12.98,Prosecco,Italy,Glera (Prosecco),3.867118,2.0918400000000004,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
47,Asti,Mondoro,N.V.,4.1,12.98,Asti,Italy,Moscato,2.0261905,1.6107407,,,
48,Biutiful Cava Brut Nature,Isaac Fernandez,N.V.,3.7,12.99,Cava,Spain,Xarel-lo,3.9006872,2.5902061,,,
49,Moscato d'Asti,Bartenura,2019,4.3,12.99,Moscato d'Asti,Italy,Moscatel de grano menudo,2.6428084,2.447064,,,"The light, slightly sweet wines of Moscato d'Asti have found their footing in the past few years. The fragrant aromas of white blossoms and ripe peaches are intoxicating.

This lovely wine will always be lower in alcohol and sweeter than the more famous Champagne, but those reasons are why it is so graceful.

In Northern Italy's Piedmont region, the town of Asti and a few surrounding provinces produce Italy's most popular sparkling wine, Moscato d'Asti. These wines are famous all over the world for their delicate sweetness and carbonation, which makes them immensely approachable and endlessly enjoyable.

True Moscato d'Asti should not be confused with the slightly inferior Asti Spumante. Moscato d'Asti will always be about 5.5% alcohol and lightly fizzy and can be the perfect light wine for dessert or even breakfast. It often contains delightfully pungent aromas of white peaches, fresh white blossoms, and bright citrus."
50,Prosecco,Serenello,N.V.,3.9,12.99,Prosecco di Treviso,Italy,Glera (Prosecco),3.7016501,2.18845,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
51,Brut,Jean Pierre & Co,N.V.,3.4,12.99,South Eastern Australia,Australia,,,,,,
52,Prosecco Treviso,Tullia,N.V.,3.5,12.99,Prosecco di Treviso,Italy,Glera (Prosecco),3.9591303,1.9953622,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
53,Conegliano Valdobbiadene Prosecco Superiore Brut,Sommariva,N.V.,3.8,12.99,Conegliano-Valdobbiadene Prosecco,Italy,Glera (Prosecco),4.051315,2.126973,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
54,Brut,Henkell,N.V.,3.2,12.99,German Wine,Germany,,,,,,
55,Dry Rosé Seco Sec,Mateus,2019,4.0,12.99,Douro,Portugal,,,,,,
56,Brut Rosé,Tullia,N.V.,4.1,12.99,Veneto,Italy,,,,,,
57,Cuvée Rosé Brut Reserve,André Delorme,N.V.,3.7,12.99,Bourgogne,France,,,,,,
58,Rosé Dry-Sec,Henkell,N.V.,3.4,12.99,German Wine,Germany,,,,,,
59,Prosecco,Stella,N.V.,3.5,12.99,Prosecco,Italy,Glera (Prosecco),3.7638300000000005,2.047234,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
60,Blanc de Blancs Brut,Grandial,N.V.,3.2,12.99,Languedoc,France,,,,,,
61,Bin 25 Cuvée Brut ,Lindeman's,2016,3.6,12.99,South Eastern Australia,Australia,,,,,,
62,Cava Reserva Brut,Mont Marçal,2017,3.9,12.99,Cava,Spain,Xarel-lo,3.5948233999999997,2.918725,,,
63,Strev Moscato d'Asti,Marenco,2018,3.9,12.99,Moscato d'Asti,Italy,Moscatel de grano menudo,2.6151682999999997,2.4795992,,,"The light, slightly sweet wines of Moscato d'Asti have found their footing in the past few years. The fragrant aromas of white blossoms and ripe peaches are intoxicating.

This lovely wine will always be lower in alcohol and sweeter than the more famous Champagne, but those reasons are why it is so graceful.

In Northern Italy's Piedmont region, the town of Asti and a few surrounding provinces produce Italy's most popular sparkling wine, Moscato d'Asti. These wines are famous all over the world for their delicate sweetness and carbonation, which makes them immensely approachable and endlessly enjoyable.

True Moscato d'Asti should not be confused with the slightly inferior Asti Spumante. Moscato d'Asti will always be about 5.5% alcohol and lightly fizzy and can be the perfect light wine for dessert or even breakfast. It often contains delightfully pungent aromas of white peaches, fresh white blossoms, and bright citrus."
64,Prosecco,Savino,N.V.,3.7,12.99,Prosecco,Italy,Glera (Prosecco),3.9142857,2.06,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
65,Crémant de Loire Brut Rosé,Bouvet-Ladubay,N.V.,3.8,13.0,Crémant de Loire,France,Chardonnay,3.4833474,3.3003763999999998,,,
66,Prosecco Extra Dry,Terrazzo,N.V.,3.7,13.0,Prosecco,Italy,Glera (Prosecco),4.0,2.0,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
67,Méthode Champenoise Brut (Gold Label),Gruet,N.V.,3.8,13.95,New Mexico,United States,,,,,,
68,Asolo Prosecco Superiore Brut,Giusti,N.V.,4.0,13.99,Asolo Prosecco,Italy,Glera (Prosecco),3.8845627,2.259734,,,"A beautiful, somewhat less popular, and often less expensive comparison to Champagne, Prosecco is a deliciously dry sparkling wine with crisp acidity, low sugar, with plenty of fruit and character.

Associated with high value at low cost, Prosecco is the perfect option in situations where you want or need a sparkling wine.

Traditionally from the Veneto (North Eastern Italy), Prosecco dons the name for a small village and is fermented almost solely from a grape called Glera. Most Prosecco is non vintage - which means it doesn't come with a year of production on the label.

This wine is not made in the traditional method of “champagne making” with riddling, rebottling and such, which, combined with non vintage production, makes the wine more affordable than champagne. But do not worry; lb for lb (or dollar for dollar), Prosecco is often a far tastier option than the French sparkling alternative.

Traditionally served as an aperitif, Prosecco can also be enjoyed with salty cured meats, caviar, or even your favorite dessert. Prosecco is not generally considered a wine to collect."
69,Nicchia Lambrusco di Sorbara,Cantina di Sorbara,N.V.,3.9,13.99,Lambrusco di Sorbara,Italy,,,,,,
